user_id,watch_time_hours,avg_session_duration_mins,sessions_per_week,completion_rate,top_genre,genre_list,days_since_last_watch,weekend_activity_ratio
USR-00323,52.9,53.38,6.8,0.463,Action,Action|Sci-Fi|Animation|Drama,1,0.69
USR-00324,10.94,22.0,2.1,0.052,Drama,Drama|Reality,1,0.33
USR-00325,11.48,29.91,1.2,0.508,Comedy,Comedy,27,0.73
USR-00326,7.49,21.38,3.9,0.109,Animation,Animation,10,0.78
USR-00327,56.25,49.61,5.9,0.438,Thriller,Thriller|Animation,10,0.3
USR-00328,8.75,29.92,3.2,0.146,Drama,Drama,6,0.31
USR-00329,31.04,40.99,9.2,0.559,Comedy,Comedy|Horror|Action|Reality,5,0.77
USR-00330,15.88,2.37,3.2,0.355,Comedy,Comedy,6,0.42
USR-00331,120.92,68.3,13.5,0.904,Action,Action|Reality,18,0.6
USR-00332,14.79,17.41,0.8,0.427,Documentary,Documentary|Comedy,10,0.29
USR-00333,100.13,218.62,2.5,0.974,Comedy,Comedy|Thriller,26,0.32
USR-00334,117.71,96.46,13.5,0.733,Drama,Drama,29,0.61
USR-00335,1.99,19.66,3.3,0.383,Reality,Reality,6,0.38
USR-00336,64.32,115.49,13.9,0.877,Comedy,Comedy|Romance,27,0.45
USR-00337,14.03,34.77,2.4,0.461,Documentary,Documentary,2,0.56
USR-00338,93.55,102.71,14.7,0.831,Animation,Animation,6,0.46
USR-00339,95.92,207.26,3.3,0.918,Action,Action|Thriller,0,0.56
USR-00340,143.51,97.05,10.2,0.916,Action,Action,25,0.6
USR-00341,81.48,121.64,3.5,0.965,Action,Action|Thriller,1,0.57
USR-00342,16.52,4.59,1.4,0.198,Horror,Horror,17,0.42
USR-00343,55.18,54.6,4.4,0.875,Comedy,Comedy|Documentary|Action,1,0.62
USR-00344,9.78,21.66,2.4,0.301,Romance,Romance,16,0.51
USR-00345,11.85,26.02,0.8,0.144,Drama,Drama|Horror,25,0.21
USR-00346,91.21,131.01,3.8,0.999,Drama,Drama|Comedy,4,0.37
USR-00347,82.34,51.71,3.4,0.366,Reality,Reality|Documentary|Horror|Romance,27,0.7
USR-00348,54.32,61.87,5.8,0.788,Animation,Animation|Sci-Fi|Drama,3,0.26
USR-00349,124.74,78.71,14.3,0.803,Reality,Reality,9,0.74
USR-00350,12.31,23.2,1.8,0.185,Documentary,Documentary|Reality,1,0.43
USR-00351,82.17,85.68,12.3,0.725,Animation,Animation|Horror|Sci-Fi,29,0.22
USR-00352,43.39,43.46,6.1,0.659,Action,Action|Drama|Reality,7,0.65
USR-00353,59.63,18.35,7.3,0.629,Drama,Drama|Romance|Documentary|Animation,15,0.33
USR-00354,50.46,53.77,5.2,0.751,Drama,Drama|Action|Horror,29,0.69
USR-00355,56.66,54.02,4.9,0.666,Sci-Fi,Sci-Fi|Reality|Horror|Documentary,11,0.45
USR-00356,15.01,19.05,2.3,0.196,Action,Action,10,0.51
USR-00357,8.36,14.92,0.5,0.247,Reality,Reality|Thriller,12,0.62
USR-00358,30.09,18.99,9.1,0.851,Sci-Fi,Sci-Fi|Horror|Animation,26,0.4
USR-00359,48.73,39.04,4.8,0.254,Comedy,Comedy|Thriller,9,0.36
USR-00360,100.26,162.92,4.2,0.991,Thriller,Thriller|Sci-Fi,29,0.72
USR-00361,112.76,89.84,10.6,0.854,Romance,Romance|Comedy|Sci-Fi,8,0.64
USR-00362,103.7,112.95,8.0,0.429,Documentary,Documentary|Comedy,3,0.29
USR-00363,139.84,54.37,15.4,0.797,Comedy,Comedy,14,0.78
USR-00364,2.49,12.64,1.9,0.228,Documentary,Documentary|Horror,15,0.71
USR-00365,42.18,49.83,0.5,0.87,Action,Action|Romance|Drama,24,0.73
USR-00366,10.75,32.04,2.6,0.113,Documentary,Documentary,8,0.36
USR-00367,16.55,14.01,1.7,0.091,Horror,Horror,24,0.54
USR-00368,34.08,65.62,8.3,0.488,Horror,Horror|Thriller,7,0.36
USR-00369,84.11,126.73,4.4,0.783,Comedy,Comedy|Sci-Fi,4,0.69
USR-00370,5.19,18.5,1.4,0.105,Sci-Fi,Sci-Fi,15,0.23
USR-00371,49.09,40.96,6.9,0.841,Reality,Reality|Action|Drama,9,0.62
USR-00372,82.93,39.13,4.9,0.469,Horror,Horror|Thriller|Animation|Drama,20,0.41
USR-00373,36.26,40.81,6.0,0.588,Sci-Fi,Sci-Fi|Documentary|Action|Comedy,28,0.49
USR-00374,139.46,60.91,9.5,0.809,Romance,Romance|Animation|Action,15,0.27
USR-00375,105.98,99.65,10.2,0.495,Animation,Animation|Action,22,0.62
USR-00376,83.55,150.67,2.7,0.87,Comedy,Comedy|Thriller,28,0.79
USR-00377,39.57,44.24,5.9,0.665,Reality,Reality|Horror|Drama,1,0.27
USR-00378,41.23,62.8,6.1,0.396,Horror,Horror|Sci-Fi|Thriller,23,0.8
USR-00379,7.23,18.38,2.1,0.512,Documentary,Documentary,1,0.34
USR-00380,48.05,53.62,5.7,0.681,Romance,Romance|Comedy|Thriller|Drama,9,0.72
USR-00381,55.91,112.22,3.0,0.989,Action,Action|Drama,5,0.69
USR-00382,8.78,19.8,0.5,0.081,Documentary,Documentary,19,0.26
USR-00383,54.95,3.32,8.4,0.542,Romance,Romance|Action,18,0.78
USR-00384,17.88,51.4,5.6,0.544,Reality,Reality|Horror,26,0.79
USR-00385,78.65,207.23,5.2,0.932,Thriller,Thriller|Drama,16,0.66
USR-00386,9.0,19.49,3.3,0.32,Drama,Drama,10,0.24
USR-00387,109.97,143.8,4.7,0.876,Thriller,Thriller|Drama,7,0.4
USR-00388,56.28,108.44,12.7,0.945,Romance,Romance|Sci-Fi|Action,20,0.66
USR-00389,97.28,168.2,1.0,0.951,Sci-Fi,Sci-Fi|Comedy,25,0.26
USR-00390,13.52,27.63,2.0,0.097,Drama,Drama,17,0.73
USR-00391,117.12,55.84,11.6,0.798,Sci-Fi,Sci-Fi|Horror|Thriller,15,0.42
USR-00392,66.6,50.85,5.4,0.484,Animation,Animation|Documentary|Horror|Action,18,0.57
USR-00393,13.88,19.4,2.9,0.198,Reality,Reality|Drama,28,0.5
USR-00394,139.34,79.26,8.8,0.867,Action,Action|Sci-Fi|Reality,11,0.56
USR-00395,69.64,50.31,7.3,0.822,Action,Action|Documentary|Comedy|Drama,19,0.49
USR-00396,5.53,40.52,0.6,0.13,Sci-Fi,Sci-Fi,10,0.25
USR-00397,56.66,55.67,9.6,0.758,Drama,Drama|Horror,15,0.76
USR-00398,32.36,59.98,5.9,0.683,Comedy,Comedy|Reality,27,0.59
USR-00399,81.69,64.58,4.6,0.585,Horror,Horror|Comedy|Drama|Thriller,14,0.22
USR-00400,74.98,60.03,7.9,0.816,Romance,Romance|Documentary,22,0.24
USR-00401,75.78,145.75,4.2,0.871,Comedy,Comedy|Thriller,29,0.4
USR-00402,9.32,34.48,3.7,0.322,Animation,Animation,28,0.37
USR-00403,58.18,115.74,10.1,0.8,Thriller,Thriller|Action,21,0.29
USR-00404,59.31,179.65,4.3,0.939,Drama,Drama|Thriller,14,0.56
USR-00405,26.66,148.0,6.1,0.982,Thriller,Thriller|Sci-Fi,17,0.44
USR-00406,33.48,45.51,0.8,0.385,Drama,Drama|Horror|Documentary,29,0.73
USR-00407,18.57,17.7,1.8,0.419,Horror,Horror|Action,12,0.36
USR-00408,97.54,92.73,16.5,0.796,Thriller,Thriller|Romance|Animation,7,0.53
USR-00409,67.49,186.39,5.0,0.98,Action,Action|Thriller,7,0.48
USR-00410,6.53,34.85,1.7,0.264,Drama,Drama,3,0.79
USR-00411,6.69,18.74,2.0,0.238,Horror,Horror,13,0.53
USR-00412,88.9,79.39,15.4,0.666,Romance,Romance,28,0.33
USR-00413,70.1,204.41,4.2,0.813,Comedy,Comedy|Sci-Fi,4,0.47
USR-00414,85.19,90.25,8.7,0.69,Action,Action,27,0.27
USR-00415,132.86,112.63,11.8,0.422,Drama,Drama,15,0.39
USR-00416,169.36,109.5,5.5,0.782,Drama,Drama,7,0.48
USR-00417,5.22,20.74,1.1,0.177,Animation,Animation|Horror,14,0.63
USR-00418,123.36,109.6,10.3,0.903,Thriller,Thriller|Horror,25,0.77
USR-00419,44.76,139.62,5.3,0.937,Action,Action|Comedy,27,0.45
USR-00420,18.8,39.48,1.9,0.131,Romance,Romance|Animation,7,0.6
USR-00421,128.39,141.29,11.6,0.766,Action,Action,19,0.48
USR-00422,71.41,53.29,13.1,0.724,Drama,Drama|Action,28,0.23
USR-00423,90.44,113.77,13.1,0.807,Sci-Fi,Sci-Fi,19,0.59
USR-00424,17.78,18.11,2.8,0.477,Reality,Reality|Drama,9,0.22
USR-00425,10.17,14.77,1.7,0.632,Sci-Fi,Sci-Fi|Drama,28,0.5
USR-00426,100.18,92.87,6.7,0.859,Action,Action|Animation,16,0.63
USR-00427,12.56,40.74,3.5,0.063,Animation,Animation,20,0.73
USR-00428,177.43,84.94,15.5,0.626,Horror,Horror,17,0.5
USR-00429,3.09,18.19,2.8,0.307,Romance,Romance,5,0.65
USR-00430,59.95,140.56,2.4,0.963,Sci-Fi,Sci-Fi|Drama,22,0.2
USR-00431,13.2,1.0,2.2,0.185,Reality,Reality,29,0.41
USR-00432,16.21,17.38,1.1,0.18,Drama,Drama,24,0.26
USR-00433,13.92,34.19,2.6,0.297,Reality,Reality|Drama,29,0.28
USR-00434,106.39,119.26,14.4,0.801,Sci-Fi,Sci-Fi,18,0.75
USR-00435,108.74,108.08,15.9,0.79,Romance,Romance,17,0.68
USR-00436,124.38,141.87,16.4,0.839,Horror,Horror|Drama,22,0.26
USR-00437,36.84,41.29,5.6,0.339,Sci-Fi,Sci-Fi|Comedy|Animation,11,0.56
USR-00438,6.15,30.11,1.6,0.111,Comedy,Comedy|Horror,23,0.49
USR-00439,16.26,34.49,4.8,0.286,Drama,Drama|Action,13,0.74
USR-00440,66.96,129.39,4.4,0.794,Drama,Drama|Comedy,10,0.77
USR-00441,126.57,111.31,14.3,0.85,Action,Action|Sci-Fi,21,0.27
USR-00442,8.55,16.94,3.2,0.619,Sci-Fi,Sci-Fi,15,0.56
USR-00443,139.5,103.59,15.2,0.8,Romance,Romance|Sci-Fi,15,0.47
USR-00444,41.13,43.11,4.7,0.676,Animation,Animation|Comedy|Drama,17,0.68
USR-00445,7.74,32.62,2.6,0.485,Horror,Horror,11,0.56
USR-00446,57.04,136.25,3.9,0.954,Drama,Drama|Action,23,0.62
USR-00447,10.81,24.16,1.9,0.189,Comedy,Comedy,26,0.45
USR-00448,171.55,105.73,15.6,0.815,Animation,Animation,10,0.69
USR-00449,8.47,26.42,2.2,0.389,Animation,Animation,11,0.53
USR-00450,45.0,68.37,11.8,0.756,Documentary,Documentary,2,0.63
USR-00451,77.19,117.32,5.4,0.908,Drama,Drama|Action,15,0.31
USR-00452,6.73,23.39,1.6,0.192,Comedy,Comedy|Horror,15,0.77
USR-00453,141.05,101.05,11.3,0.86,Drama,Drama|Horror,17,0.27
USR-00454,144.58,80.51,9.5,0.548,Horror,Horror,0,0.72
USR-00455,65.69,129.34,19.3,0.723,Action,Action|Comedy|Drama,10,0.74
USR-00456,90.3,114.49,2.4,0.997,Sci-Fi,Sci-Fi|Thriller,2,0.32
USR-00457,71.59,53.7,3.0,0.502,Drama,Drama|Comedy|Romance,6,0.27
USR-00458,8.76,24.39,0.8,0.492,Action,Action|Sci-Fi,20,0.61
USR-00459,18.68,6.75,3.6,0.154,Romance,Romance|Reality,3,0.24
USR-00460,38.93,47.76,4.4,0.585,Comedy,Comedy|Sci-Fi|Thriller|Documentary,29,0.33
USR-00461,133.79,43.65,15.3,0.962,Horror,Horror,15,0.62
USR-00462,52.6,167.87,4.7,0.961,Thriller,Thriller|Drama,18,0.6
USR-00463,67.2,52.88,6.7,0.604,Documentary,Documentary|Thriller|Sci-Fi,6,0.36
USR-00464,52.33,38.19,3.6,0.684,Reality,Reality|Romance,21,0.74
USR-00465,6.84,38.72,2.0,0.467,Thriller,Thriller|Horror,25,0.63
USR-00466,6.15,19.05,0.8,0.5,Sci-Fi,Sci-Fi|Action,8,0.53
USR-00467,44.76,130.62,2.5,0.917,Comedy,Comedy|Action,16,0.52
USR-00468,104.96,128.42,11.0,0.661,Documentary,Documentary,24,0.69
USR-00469,55.07,38.21,8.2,0.607,Animation,Animation|Thriller,18,0.56
USR-00470,48.71,45.66,4.9,0.719,Animation,Animation|Documentary|Drama|Horror,26,0.65
USR-00471,6.63,39.01,3.2,0.483,Action,Action|Reality|Horror|Comedy,2,0.79
USR-00472,116.89,125.48,9.6,0.886,Documentary,Documentary,15,0.79
USR-00473,158.17,114.61,17.7,0.866,Comedy,Comedy|Reality|Sci-Fi,3,0.3
USR-00474,44.84,25.58,9.1,0.578,Comedy,Comedy|Sci-Fi|Action,29,0.43
USR-00475,62.38,41.98,5.7,0.629,Action,Action|Thriller|Animation|Drama,4,0.55
USR-00476,39.32,41.63,6.3,0.628,Animation,Animation|Thriller|Documentary|Sci-Fi,2,0.33
USR-00477,10.46,7.96,1.0,0.417,Thriller,Thriller|Horror,6,0.58
USR-00478,10.26,43.28,2.6,0.084,Horror,Horror|Sci-Fi,27,0.36
USR-00479,25.44,66.06,3.2,0.619,Horror,Horror|Comedy|Documentary|Action,19,0.54
USR-00480,57.2,46.73,6.4,0.838,Horror,Horror|Thriller|Documentary,26,0.59
USR-00481,130.79,92.73,15.6,0.776,Animation,Animation,13,0.71
USR-00482,59.27,55.6,5.6,0.545,Comedy,Comedy|Sci-Fi|Drama,24,0.45
USR-00483,66.87,49.5,8.9,0.336,Horror,Horror|Thriller,18,0.54
USR-00484,163.33,52.66,13.7,0.898,Reality,Reality|Thriller|Sci-Fi,12,0.76
USR-00485,35.06,26.8,4.9,0.666,Animation,Animation|Drama|Documentary|Romance,0,0.27
USR-00486,23.09,31.64,4.6,0.514,Reality,Reality|Action,29,0.39
USR-00487,101.8,81.98,10.8,0.648,Thriller,Thriller,28,0.28
USR-00488,46.86,63.22,4.8,0.524,Sci-Fi,Sci-Fi|Action|Animation|Comedy,10,0.51
USR-00489,38.92,38.11,3.6,0.55,Comedy,Comedy|Drama|Horror,6,0.32
USR-00490,7.87,21.41,2.6,0.28,Reality,Reality|Animation,2,0.32
USR-00491,0.97,46.11,1.4,0.376,Reality,Reality,17,0.37
USR-00492,17.9,24.39,2.9,0.242,Sci-Fi,Sci-Fi|Comedy,10,0.52
USR-00493,39.99,31.32,6.7,0.762,Comedy,Comedy|Sci-Fi|Horror,16,0.23
USR-00494,14.19,19.58,1.0,0.077,Comedy,Comedy|Animation,6,0.44
USR-00495,50.7,63.59,3.3,0.717,Drama,Drama|Reality|Animation|Horror,3,0.54
USR-00496,59.85,62.5,6.4,0.415,Documentary,Documentary|Reality|Action,11,0.47
USR-00497,11.76,19.43,2.5,0.275,Drama,Drama|Romance,11,0.43
USR-00498,38.65,39.73,11.0,0.764,Horror,Horror|Action,14,0.76
USR-00499,69.14,53.5,7.9,0.599,Sci-Fi,Sci-Fi|Action|Horror,19,0.43
USR-00500,11.26,21.37,0.7,0.289,Comedy,Comedy|Horror,10,0.52
USR-00501,52.66,203.72,3.9,0.956,Drama,Drama|Comedy,20,0.49
USR-00502,77.85,168.57,4.1,0.965,Comedy,Comedy|Thriller,21,0.69
USR-00503,35.71,55.65,4.2,0.736,Romance,Romance|Documentary|Horror|Action,16,0.29
USR-00504,29.82,57.49,7.7,0.698,Documentary,Documentary|Action,6,0.53
USR-00505,10.2,17.0,0.9,0.397,Horror,Horror|Animation,26,0.43
USR-00506,31.87,54.76,5.9,0.793,Animation,Animation|Horror,27,0.33
USR-00507,8.31,30.63,0.9,0.109,Drama,Drama|Animation,13,0.26
USR-00508,61.48,30.87,6.8,0.258,Drama,Drama|Comedy|Documentary,27,0.59
USR-00509,91.03,87.98,12.3,0.884,Thriller,Thriller|Animation|Reality,24,0.63
USR-00510,107.39,101.1,13.3,0.862,Romance,Romance|Comedy,8,0.56
USR-00511,2.7,24.6,1.0,0.197,Drama,Drama,17,0.22
USR-00512,106.58,114.98,12.1,0.773,Drama,Drama|Reality,10,0.48
USR-00513,42.1,50.83,4.3,0.698,Action,Action|Comedy|Animation,23,0.38
USR-00514,36.67,43.22,5.9,0.565,Animation,Animation|Romance,27,0.5
USR-00515,125.3,80.34,12.0,0.868,Romance,Romance,22,0.78
USR-00516,66.96,57.46,8.6,0.807,Reality,Reality|Horror|Documentary,14,0.42
USR-00517,9.22,33.36,3.7,0.193,Documentary,Documentary|Horror,23,0.43
USR-00518,136.69,52.85,15.9,0.721,Sci-Fi,Sci-Fi|Thriller,3,0.36
USR-00519,4.83,21.47,1.6,0.116,Comedy,Comedy,1,0.27
USR-00520,79.18,152.37,3.6,0.977,Sci-Fi,Sci-Fi|Thriller,8,0.39
USR-00521,31.86,41.93,4.5,0.728,Reality,Reality|Horror|Romance|Action,12,0.59
USR-00522,140.89,94.06,7.8,0.829,Animation,Animation|Documentary|Action,7,0.71
USR-00523,12.86,29.08,1.2,0.16,Sci-Fi,Sci-Fi,1,0.74
USR-00524,63.27,78.35,3.7,0.918,Documentary,Documentary|Thriller,29,0.79
USR-00525,41.58,33.71,5.4,0.5,Action,Action|Thriller|Romance|Animation,11,0.44
USR-00526,100.97,128.42,5.4,0.9,Drama,Drama|Sci-Fi,13,0.28
USR-00527,65.1,185.21,3.1,0.79,Action,Action|Comedy,17,0.73
USR-00528,16.24,31.34,2.0,0.417,Action,Action|Thriller,21,0.62
USR-00529,44.21,50.26,5.7,0.719,Drama,Drama|Thriller|Action|Comedy,29,0.29
USR-00530,6.84,13.69,3.2,0.342,Reality,Reality|Horror,11,0.58
USR-00531,10.59,1.0,1.6,0.233,Comedy,Comedy,16,0.75
USR-00532,26.08,17.28,3.8,0.742,Romance,Romance|Documentary|Thriller|Animation,11,0.22
USR-00533,6.95,22.3,1.3,0.07,Drama,Drama,7,0.3
USR-00534,124.75,109.21,11.6,0.815,Thriller,Thriller|Documentary,19,0.46
USR-00535,134.27,79.5,16.5,0.716,Reality,Reality|Romance|Sci-Fi,17,0.23
USR-00536,51.8,91.75,6.7,0.635,Sci-Fi,Sci-Fi|Animation|Horror|Documentary,7,0.69
USR-00537,113.24,105.15,13.4,0.821,Horror,Horror|Romance,6,0.55
USR-00538,105.66,97.83,13.2,0.83,Reality,Reality|Sci-Fi|Horror,27,0.27
USR-00539,12.77,1.0,2.6,0.184,Romance,Romance,8,0.64
USR-00540,79.61,182.57,4.9,0.985,Action,Action|Thriller,9,0.46
USR-00541,27.22,74.65,4.1,0.789,Drama,Drama|Romance|Comedy|Thriller,20,0.71
USR-00542,11.27,5.18,2.9,0.204,Horror,Horror,1,0.73
USR-00543,78.37,137.85,5.2,0.959,Sci-Fi,Sci-Fi|Action,22,0.67
USR-00544,161.2,104.96,11.2,0.899,Sci-Fi,Sci-Fi|Documentary|Romance,16,0.6
USR-00545,60.42,17.33,5.2,0.588,Horror,Horror|Drama|Animation,12,0.31
USR-00546,25.02,32.64,6.9,0.584,Thriller,Thriller|Horror|Drama|Documentary,26,0.36
USR-00547,139.0,79.01,8.7,0.768,Horror,Horror,7,0.7
USR-00548,7.29,30.75,1.9,0.077,Action,Action|Horror,18,0.22
USR-00549,45.4,25.76,5.6,0.68,Animation,Animation|Comedy|Horror|Action,28,0.59
USR-00550,52.55,48.85,4.4,0.812,Action,Action|Reality,10,0.38
USR-00551,155.38,80.13,14.0,0.986,Thriller,Thriller|Romance|Horror,5,0.78
USR-00552,92.85,78.72,15.1,0.933,Thriller,Thriller,18,0.7
USR-00553,77.88,108.12,2.7,0.664,Thriller,Thriller|Sci-Fi,29,0.73
USR-00554,164.69,102.98,8.7,0.906,Animation,Animation,2,0.31
USR-00555,106.91,89.49,13.7,0.972,Comedy,Comedy,18,0.38
USR-00556,57.81,54.33,3.4,0.463,Comedy,Comedy|Horror,0,0.37
USR-00557,48.36,36.88,2.1,0.731,Animation,Animation|Sci-Fi|Thriller,3,0.76
USR-00558,48.68,44.1,8.5,0.428,Action,Action|Romance|Horror,11,0.29
USR-00559,49.01,42.15,5.6,0.345,Romance,Romance|Thriller|Animation,26,0.76
USR-00560,73.5,86.79,10.8,0.917,Documentary,Documentary,24,0.26
USR-00561,93.92,101.25,14.9,0.941,Horror,Horror|Documentary|Action,8,0.22
USR-00562,12.36,10.66,1.0,0.5,Thriller,Thriller,6,0.34
USR-00563,10.77,35.87,0.9,0.28,Drama,Drama,12,0.35
USR-00564,20.61,22.82,2.6,0.612,Documentary,Documentary,24,0.2
USR-00565,0.1,18.09,1.2,0.344,Documentary,Documentary,25,0.47
USR-00566,13.15,32.45,4.1,0.084,Horror,Horror,28,0.62
USR-00567,86.96,69.18,8.9,0.807,Drama,Drama|Reality|Comedy,22,0.76
USR-00568,42.07,44.64,4.9,0.694,Comedy,Comedy|Sci-Fi|Drama|Horror,22,0.35
USR-00569,27.69,22.86,4.8,0.373,Sci-Fi,Sci-Fi|Animation,28,0.3
USR-00570,69.76,33.97,3.4,0.466,Sci-Fi,Sci-Fi|Horror,25,0.47
USR-00571,13.71,25.75,0.6,0.089,Romance,Romance|Comedy,25,0.56
USR-00572,37.83,34.92,6.2,0.696,Horror,Horror|Documentary,7,0.64
USR-00573,10.07,12.2,0.5,0.722,Horror,Horror,20,0.57
USR-00574,65.33,133.77,4.3,0.946,Comedy,Comedy|Action,16,0.23
USR-00575,42.86,23.32,7.2,0.471,Animation,Animation|Sci-Fi|Comedy,4,0.26
USR-00576,77.21,160.04,4.7,0.616,Thriller,Thriller|Drama,18,0.34
USR-00577,30.99,42.26,7.3,0.527,Horror,Horror|Romance,29,0.32
USR-00578,77.37,201.89,3.4,0.994,Thriller,Thriller|Sci-Fi,18,0.54
USR-00579,50.37,47.19,5.9,0.682,Reality,Reality|Animation,20,0.57
USR-00580,36.23,37.41,10.1,0.432,Animation,Animation|Horror|Documentary,13,0.32
USR-00581,47.91,17.04,6.2,0.807,Romance,Romance|Comedy|Documentary|Reality,4,0.6
USR-00582,154.48,121.19,9.7,0.817,Comedy,Comedy|Horror|Reality,9,0.75
USR-00583,48.22,46.98,7.1,0.64,Reality,Reality|Documentary|Drama,27,0.27
USR-00584,70.52,153.82,4.8,0.809,Thriller,Thriller|Action,8,0.77
USR-00585,15.01,23.74,2.9,0.328,Animation,Animation,21,0.7
USR-00586,165.65,117.6,10.8,0.683,Animation,Animation|Reality,17,0.76
USR-00587,65.68,69.47,7.4,0.223,Romance,Romance|Documentary|Comedy|Thriller,22,0.76
USR-00588,90.31,114.48,8.4,0.678,Sci-Fi,Sci-Fi,11,0.41
USR-00589,240.77,103.83,12.3,0.766,Horror,Horror|Drama|Action,21,0.44
USR-00590,55.83,190.12,4.0,0.655,Drama,Drama|Comedy,29,0.74
USR-00591,56.02,37.26,4.3,0.637,Thriller,Thriller|Romance|Reality|Comedy,27,0.76
USR-00592,65.41,22.16,8.5,0.828,Action,Action|Romance,2,0.55
USR-00593,54.67,54.74,3.9,0.513,Documentary,Documentary|Thriller,27,0.7
USR-00594,116.35,89.22,11.3,0.801,Romance,Romance|Animation,5,0.52
USR-00595,29.72,42.09,2.5,0.721,Comedy,Comedy|Thriller|Documentary,25,0.65
USR-00596,4.33,6.38,1.6,0.188,Documentary,Documentary,17,0.63
USR-00597,6.59,18.4,1.8,0.73,Thriller,Thriller|Drama,4,0.55
USR-00598,58.6,169.82,4.2,0.988,Comedy,Comedy|Thriller,0,0.53
USR-00599,10.82,7.07,1.0,0.481,Romance,Romance|Reality,24,0.31
USR-00600,28.15,46.14,4.2,0.767,Action,Action|Comedy,19,0.71
USR-00601,4.5,28.37,2.5,0.148,Comedy,Comedy|Documentary,23,0.34
USR-00602,52.88,129.82,4.1,0.893,Thriller,Thriller|Sci-Fi,23,0.45
USR-00603,7.87,22.32,2.4,0.407,Reality,Reality|Horror,3,0.61
USR-00604,57.26,189.27,4.2,0.985,Drama,Drama|Sci-Fi,8,0.59
USR-00605,12.87,12.59,2.2,0.281,Thriller,Thriller|Action,15,0.51
USR-00606,106.75,114.61,3.7,0.952,Drama,Drama|Sci-Fi,23,0.47
USR-00607,110.79,70.14,11.1,0.814,Sci-Fi,Sci-Fi|Romance|Reality,8,0.63
USR-00608,13.81,13.49,2.5,0.272,Reality,Reality|Drama,16,0.2
USR-00609,41.0,37.29,5.1,0.67,Drama,Drama|Reality|Comedy,9,0.52
USR-00610,45.13,25.59,6.2,0.795,Drama,Drama|Action,18,0.42
USR-00611,12.64,26.97,1.9,0.062,Comedy,Comedy|Documentary,12,0.32
USR-00612,97.29,114.35,6.2,0.988,Sci-Fi,Sci-Fi|Action,2,0.2
USR-00613,48.93,195.1,5.1,0.869,Action,Action|Sci-Fi,22,0.57
USR-00614,49.3,32.34,3.1,0.548,Thriller,Thriller|Comedy|Reality,9,0.35
USR-00615,18.99,40.84,2.1,0.107,Horror,Horror,10,0.77
USR-00616,7.37,22.93,1.0,0.319,Drama,Drama|Action,17,0.42
USR-00617,37.94,45.42,9.8,0.214,Documentary,Documentary|Animation|Action|Sci-Fi,10,0.25
USR-00618,109.2,75.19,11.3,0.801,Comedy,Comedy|Drama,29,0.6
USR-00619,105.65,113.18,10.8,0.772,Action,Action|Documentary|Drama,22,0.61
USR-00620,6.13,10.85,2.7,0.233,Horror,Horror|Action,9,0.74
USR-00621,48.49,62.89,5.9,0.673,Romance,Romance|Sci-Fi,22,0.52
USR-00622,76.54,159.28,4.9,0.988,Sci-Fi,Sci-Fi|Drama,19,0.35
USR-00623,66.95,48.96,7.4,0.618,Reality,Reality|Comedy|Drama|Animation,16,0.46
USR-00624,74.43,159.9,4.7,0.78,Comedy,Comedy|Drama,20,0.56
USR-00625,41.22,55.72,7.2,0.54,Romance,Romance|Comedy,24,0.62
USR-00626,11.03,3.67,2.2,0.557,Comedy,Comedy|Romance,0,0.7
USR-00627,122.54,115.55,11.6,0.964,Documentary,Documentary|Thriller,6,0.37
USR-00628,41.33,59.77,10.0,0.761,Action,Action|Documentary,10,0.63
USR-00629,10.25,17.08,0.5,0.387,Documentary,Documentary,29,0.68
USR-00630,41.94,90.43,4.0,0.81,Thriller,Thriller|Action,3,0.42
USR-00631,17.76,16.76,1.9,0.551,Horror,Horror,10,0.67
USR-00632,125.82,92.01,10.3,0.695,Animation,Animation|Horror|Documentary,23,0.63
USR-00633,33.44,37.75,10.4,0.618,Comedy,Comedy|Thriller|Drama,17,0.26
USR-00634,109.43,108.3,11.6,0.643,Reality,Reality|Action,8,0.61
USR-00635,120.94,70.66,9.9,0.962,Sci-Fi,Sci-Fi|Documentary|Comedy,28,0.35
USR-00636,18.2,36.73,0.5,0.451,Animation,Animation,5,0.65
USR-00637,13.53,1.0,1.2,0.161,Reality,Reality,8,0.28
USR-00638,12.7,21.49,1.7,0.386,Horror,Horror|Thriller,10,0.78
USR-00639,73.09,121.49,6.2,0.761,Action,Action|Comedy,2,0.58
USR-00640,0.1,20.57,2.0,0.443,Action,Action,1,0.53
USR-00641,7.14,8.15,1.8,0.326,Action,Action|Romance,11,0.29
USR-00642,139.84,95.01,9.8,0.91,Comedy,Comedy,11,0.29
USR-00643,116.07,101.12,10.6,0.614,Comedy,Comedy,16,0.43
USR-00644,4.35,4.38,2.6,0.338,Sci-Fi,Sci-Fi,19,0.53
USR-00645,27.88,142.79,4.5,0.968,Action,Action|Comedy,14,0.63
USR-00646,153.81,87.63,11.4,0.826,Action,Action|Comedy,2,0.65
USR-00647,79.21,48.49,3.4,0.486,Reality,Reality|Drama|Thriller|Action,10,0.77
USR-00648,15.83,16.69,3.2,0.153,Romance,Romance,22,0.46
USR-00649,113.52,101.46,10.6,0.859,Action,Action|Comedy,10,0.46
USR-00650,36.22,66.3,8.8,0.362,Drama,Drama|Documentary,18,0.78
